id_talent_req,id_company,nama_perusahaan,alamat_kantor,industri_sektor,nama_pic,no_whatsapp,nama_posisi,jenis_penempatan,headcount,bidang_studi_dibutuhkan,minimum_semester,deskripsi_requirement,working_arrangement,working_arrangement_detail,durasi,renumerasi,request_date,sumber_baris_form
TR11702,C119,PT Sinergi Bersama,"Jl. MT Haryono No. 186, Surakarta",Logistik & Supply Chain,Naufal Santoso,081390790306,Supply Chain Analyst,Full-time,3,"Teknik Industri, Sistem Informasi",6,"Menguasai supply chain management, Excel, analisis data operasional.",WFO,"Full WFO, shift pagi/siang",3 Bulan,Rp 4.500.000/bulan,2024-08-30,Input Manual
TR11703,C925,PT Digital Karya,"Jl. Braga No. 88, Surabaya",Travel & Hospitality,Bayu Handayani,085321894559,Business Development Intern,Magang,3,"Ekonomi Pembangunan, Manajemen",6,"Menguasai dasar-dasar business development intern, komunikasi baik, mampu bekerja dalam tim.",Hybrid,"Hybrid fleksibel, minimal 3 hari WFO per minggu",6 Bulan,Uang transport saja,2024-11-24,Google Form
TR11704,C1262,PT Gemilang Bangsa,"Jl. Gatot Subroto No. 91, Yogyakarta",Otomotif,Putri Prasetya,083885016276,Data Analyst,Part-time,3,"Manajemen, Informatika",5,"Menguasai SQL, Python/R, visualisasi data (Tableau/Power BI), statistik dasar.",WFO,"WFO 5 hari, jam kerja fleksibel",3 Bulan,Rp 1.500.000/bulan,2025-01-08,Google Form
TR11705,C360,PT Global Konsultan,"Jl. Ir. Sutami No. 146, Surakarta",Kesehatan & Farmasi,Vina Putra,081332833898,Pharmacist Intern,Magang,1,Farmasi,7,"Menguasai dasar-dasar pharmacist intern, komunikasi baik, mampu bekerja dalam tim.",WFO,"Full WFO, Senin-Jumat 08:00-17:00",6 Bulan,Uang transport saja,2024-08-15,Google Form
TR11706,C001,PT Solusi Analitika,"Jl. Ronggowarsito No. 125, Surakarta",Manufaktur,Budi Setiawan,082238908386,Data Entry Operator,Part-time,1,"Manajemen, Akuntansi",5,"Menguasai dasar-dasar data entry operator, komunikasi baik, mampu bekerja dalam tim.",WFO,"Full WFO, shift pagi/siang",3 Bulan,Rp 1.000.000/bulan,2024-10-06,Google Form
TR11707,C1475,CV Mandiri Terapan,"Jl. Diponegoro No. 154, Surakarta",Retail,Mega Rahmawati,082258476478,IT Support,Magang,4,"Teknik Elektro, Sistem Informasi",4,"Menguasai troubleshooting hardware/software, networking dasar, Microsoft Office.",Hybrid,"3 hari WFO, 2 hari WFH",4 Bulan,Rp 3.000.000/bulan,2024-10-02,Google Form
TR11708,C410,CV Prima Terapan,"Jl. Brigjend Katamso No. 144, Malang",Asuransi,Faisal Firmansyah,081508115562,IT Staff,Magang,1,"Teknik Elektro, Sistem Informasi",6,"Menguasai dasar-dasar it staff, komunikasi baik, mampu bekerja dalam tim.",WFO,"WFO 5 hari, jam kerja fleksibel",3 Bulan,Uang transport saja,2024-10-13,Google Form
TR11709,C296,PT Sentosa Mandiri,"Jl. Raya Pajajaran No. 171, Jakarta",Retail,Rafi Ardiansyah,085707778097,Visual Merchandiser Intern,Magang,3,Desain Komunikasi Visual,6,"Menguasai dasar-dasar visual merchandiser intern, komunikasi baik, mampu bekerja dalam tim.",WFH,"Full WFH, jam kerja fleksibel",6 Bulan,Rp 750.000/bulan,2024-10-02,Google Form
TR11710,C147,PT Bumi Data,"Jl. Veteran No. 133, Jakarta",Manufaktur,Ilham Anggara,085278819148,IT Support,Magang,3,"Informatika, Teknik Elektro",6,"Menguasai troubleshooting hardware/software, networking dasar, Microsoft Office.",Hybrid,"WFO Senin-Rabu, WFH Kamis-Jumat",3 Bulan,Rp 1.000.000/bulan,2024-09-27,Input Manual
TR11711,C005,PT Jaya Systems,"Jl. Mangga Dua No. 163, Semarang",Manufaktur,Bima Nugroho,081556413953,HSE Intern,Full-time,1,"Teknik Industri, Teknik Mesin",7,"Menguasai dasar-dasar hse intern, komunikasi baik, mampu bekerja dalam tim.",WFO,"WFO 5 hari, jam kerja fleksibel",3 Bulan,Rp 5.000.000/bulan,2024-08-23,Google Form
TR11712,C958,PT Jaya Logistik,"Jl. Ronggowarsito No. 25, Bogor",Media & Kreatif,Faisal Prabowo,081595002601,Graphic Designer,Magang,1,Desain Komunikasi Visual,7,"Menguasai Adobe Illustrator/Photoshop, Figma, tipografi, layout design.",WFH,"Full WFH, jam kerja fleksibel",3 Bulan,Rp 2.500.000/bulan,2024-12-04,Google Form
TR11713,C573,PT Mitra Abadi,"Jl. Brigjend Katamso No. 168, Jakarta",Logistik & Supply Chain,Sinta Hartono,085650198038,Supply Chain Analyst,Magang,2,"Manajemen, Sistem Informasi",5,"Menguasai supply chain management, Excel, analisis data operasional.",Hybrid,"2 hari WFO, 3 hari WFH",6 Bulan,Uang transport saja,2024-12-20,Google Form
TR11714,C065,CV Karya Indonesia,"Jl. Ronggowarsito No. 161, Semarang",Travel & Hospitality,Gita Fitriani,081383673657,Data Analyst,Magang,1,"Manajemen, Informatika",5,"Menguasai SQL, Python/R, visualisasi data (Tableau/Power BI), statistik dasar.",Hybrid,"WFO Senin-Rabu, WFH Kamis-Jumat",4 Bulan,Rp 750.000/bulan,2025-01-28,Google Form
TR11715,C926,PT Abadi Inovasi,"Jl. Hasanuddin No. 48, Bandung",Teknologi Informasi,Taufik Adriansyah,085242046648,DevOps Engineer,Magang,4,"Informatika, Sistem Informasi",6,"Menguasai Linux, Docker, CI/CD, cloud platform, scripting (Bash/Python).",WFH,WFH dengan weekly meeting online,3 Bulan,Rp 1.000.000/bulan,2024-09-12,Google Form
TR11716,C1294,CV Inovasi Data,"Jl. Yos Sudarso No. 36, Jakarta",Agribisnis,Olivia Fitriani,082261317985,Research Assistant,Magang,1,"Statistika, Farmasi",5,"Kemampuan riset akademik, analisis data kuantitatif/kualitatif, literatur review.",WFO,"WFO 5 hari, jam kerja fleksibel",3 Bulan,Non-Paid,2024-11-05,Google Form
TR11717,C014,PT Kreasi Bangsa,"Jl. Jend. Sudirman No. 196, Surakarta",Keuangan & Perbankan,Anisa Sari,082217107985,Compliance Officer Intern,Magang,3,"Ilmu Hukum, Akuntansi",6,"Menguasai dasar-dasar compliance officer intern, komunikasi baik, mampu bekerja dalam tim.",Hybrid,"2 hari WFO, 3 hari WFH",3 Bulan,Rp 2.500.000/bulan,2025-01-06,Input Manual
TR11718,C009,PT Bakti Inovasi,"Jl. Veteran No. 22, Malang",FMCG,Naufal Cahyono,085363743248,HR Intern,Magang,2,"Psikologi, Manajemen",6,"Memahami dasar HRM, recruitment process, administrasi kepegawaian.",WFO,"Full WFO, Senin-Jumat 08:00-17:00",6 Bulan,Rp 2.500.000/bulan,2024-11-22,Google Form
TR11719,C452,PT Bumi Utama,"Jl. Dago No. 176, Jakarta",Asuransi,Ika Febriani,085295595893,Business Analyst,Magang,3,"Manajemen, Informatika",4,"Menguasai analisis proses bisnis, SQL, visualisasi data, komunikasi yang baik.",WFH,WFH dengan weekly meeting online,4 Bulan,Uang transport saja,2025-01-18,Google Form
TR11720,C1412,CV Andalas Media,"Jl. Veteran No. 113, Surabaya",Teknologi Informasi,Guntur Firmansyah,082128305644,DevOps Engineer,Part-time,3,"Informatika, Sistem Informasi",5,"Menguasai Linux, Docker, CI/CD, cloud platform, scripting (Bash/Python).",Hybrid,"2 hari WFO, 3 hari WFH",4 Bulan,Rp 2.500.000/bulan,2024-08-12,Google Form
TR11721,C1489,CV Karya Media,"Jl. Diponegoro No. 8, Semarang",Pendidikan & EdTech,Taufik Pratama,081377336872,Curriculum Developer,Part-time,1,"Pendidikan Teknik Informatika, Psikologi",7,"Menguasai dasar-dasar curriculum developer, komunikasi baik, mampu bekerja dalam tim.",WFO,"Full WFO, shift pagi/siang",4 Bulan,Rp 2.000.000/bulan,2024-10-05,Google Form
TR11722,C076,PT Media Informatika,"Jl. Merdeka No. 74, Yogyakarta",Retail,Rafi Anggraeni,083867980793,Store Supervisor Intern,Magang,5,Manajemen,5,"Menguasai dasar-dasar store supervisor intern, komunikasi baik, mampu bekerja dalam tim.",WFO,"WFO 5 hari, jam kerja fleksibel",6 Bulan,Uang transport saja,2024-09-18,Google Form
TR11723,C1092,CV Mandiri Bangsa,"Jl. Pemuda No. 102, Bandung",Logistik & Supply Chain,Prita Handoko,083813004169,Data Entry Operator,Full-time,2,"Manajemen, Akuntansi",4,"Menguasai dasar-dasar data entry operator, komunikasi baik, mampu bekerja dalam tim.",WFH,"Full WFH, jam kerja fleksibel",4 Bulan,Rp 3.500.000/bulan,2025-01-26,WhatsApp
TR11724,C640,PT Gemilang Logistik,"Jl. Raya Pajajaran No. 62, Bandung",Agribisnis,Zaki Ramadhani,085826546968,Agricultural Engineer Intern,Part-time,1,Agroteknologi,5,"Menguasai dasar-dasar agricultural engineer intern, komunikasi baik, mampu bekerja dalam tim.",WFO,"WFO 5 hari, jam kerja fleksibel",3 Bulan,Rp 1.500.000/bulan,2024-12-06,Google Form
TR11725,C211,PT Sejahtera Gemilang,"Jl. Kebon Jeruk No. 109, Surakarta",Retail,Ulfa Santoso,083876760811,Marketing Intern,Magang,2,"Manajemen, Ilmu Komunikasi",5,"Memahami dasar marketing, riset pasar, presentasi, MS Office.",WFO,"Full WFO, shift pagi/siang",4 Bulan,Uang transport saja,2024-08-06,Google Form
TR11726,C217,CV Nusa Informatika,"Jl. Kuningan No. 169, Semarang",Properti & Konstruksi,Anisa Utami,081630423136,Project Coordinator Intern,Part-time,3,"Teknik Sipil, Teknik Industri",4,"Menguasai dasar-dasar project coordinator intern, komunikasi baik, mampu bekerja dalam tim.",Hybrid,"WFO Senin-Rabu, WFH Kamis-Jumat",3 Bulan,Rp 1.500.000/bulan,2024-10-25,Google Form
TR11727,C895,CV Sukses Media,"Jl. Adi Sucipto No. 33, Jakarta",Media & Kreatif,Budi Permana,085736199517,Social Media Specialist,Magang,4,"Manajemen, Desain Komunikasi Visual",4,"Menguasai management social media, analytics, content planning.",WFH,WFH dengan weekly meeting online,4 Bulan,Rp 1.000.000/bulan,2024-11-12,Input Manual
TR11728,C1094,CV Graha Utama,"Jl. Monginsidi No. 123, Surakarta",Logistik & Supply Chain,Kartika Oktaviani,087733870018,Operations Intern,Part-time,1,"Teknik Industri, Manajemen",5,"Menguasai dasar-dasar operations intern, komunikasi baik, mampu bekerja dalam tim.",WFO,"Full WFO, shift pagi/siang",6 Bulan,Rp 1.000.000/bulan,2025-01-14,Google Form
TR11729,C1388,CV Esa Mandiri,"Jl. Dago No. 173, Bogor",Asuransi,Mega Puspitasari,083866950995,Underwriting Intern,Magang,2,"Akuntansi, Manajemen",6,"Menguasai dasar-dasar underwriting intern, komunikasi baik, mampu bekerja dalam tim.",WFH,"Full WFH, jam kerja fleksibel",6 Bulan,Rp 1.500.000/bulan,2025-01-15,Google Form
TR11730,C1412,CV Andalas Media,"Jl. Kuningan No. 91, Surabaya",Teknologi Informasi,Guntur Firmansyah,082128305644,IT Support,Magang,3,"Teknik Elektro, Informatika",6,"Menguasai troubleshooting hardware/software, networking dasar, Microsoft Office.",WFO,"Full WFO, Senin-Jumat 08:00-17:00",Tidak Terbatas,Rp 2.000.000/bulan,2024-08-11,Google Form
TR11731,C491,PT Sinergi Logistik,"Jl. Raya Pajajaran No. 159, Bandung",Otomotif,Dinda Cahyani,082212312803,Quality Control Staff,Full-time,1,"Teknik Industri, Agroteknologi",7,"Memahami quality management system, ISO standards, inspeksi produk.",Hybrid,"3 hari WFO, 2 hari WFH",3 Bulan,Rp 5.500.000/bulan,2025-01-29,Input Manual
TR11732,C1459,CV Graha Logistik,"Jl. Kuningan No. 120, Semarang",Agribisnis,Galuh Sari,087869332763,Research Assistant,Full-time,3,"Agroteknologi, Farmasi",5,"Kemampuan riset akademik, analisis data kuantitatif/kualitatif, literatur review.",Hybrid,WFO minimal 2 hari per minggu,4 Bulan,Rp 5.000.000/bulan,2024-10-17,Google Form
TR11733,C320,PT Media Terapan,"Jl. Veteran No. 35, Surakarta",Media & Kreatif,Ika Prabowo,087827060926,Social Media Specialist,Part-time,4,"Desain Komunikasi Visual, Ilmu Komunikasi",6,"Menguasai management social media, analytics, content planning.",Hybrid,WFO minimal 2 hari per minggu,4 Bulan,Rp 2.500.000/bulan,2024-12-30,Google Form
TR11734,C665,CV Bina Makmur,"Jl. Thamrin No. 179, Yogyakarta",Agribisnis,Ahmad Hidayat,085336232213,Data Entry Operator,Part-time,4,"Manajemen, Akuntansi",6,"Menguasai dasar-dasar data entry operator, komunikasi baik, mampu bekerja dalam tim.",Hybrid,WFO minimal 2 hari per minggu,3 Bulan,Rp 2.500.000/bulan,2025-01-09,Google Form
TR11735,C1325,CV Sentosa Gemilang,"Jl. Monginsidi No. 53, Bandung",Manufaktur,Nisa Cahyani,081295326708,Quality Control Staff,Magang,1,"Teknik Mesin, Teknik Industri",6,"Memahami quality management system, ISO standards, inspeksi produk.",WFO,"Full WFO, Senin-Jumat 08:00-17:00",3 Bulan,Rp 2.500.000/bulan,2024-08-15,Google Form
TR11736,C960,PT Sukses Systems,"Jl. Adi Sucipto No. 4, Bandung",Manufaktur,Qori Budiman,085291731404,Production Planning Intern,Part-time,1,"Teknik Industri, Manajemen",7,"Menguasai dasar-dasar production planning intern, komunikasi baik, mampu bekerja dalam tim.",WFO,"Full WFO, shift pagi/siang",4 Bulan,Rp 1.500.000/bulan,2024-08-22,Google Form
TR11737,C1317,CV Nusa Mandiri,"Jl. Thamrin No. 9, Semarang",Logistik & Supply Chain,Gibran Wibowo,081691218527,Supply Chain Analyst,Magang,4,"Manajemen, Sistem Informasi",6,"Menguasai supply chain management, Excel, analisis data operasional.",WFO,"Full WFO, shift pagi/siang",Tidak Terbatas,Rp 500.000/bulan,2024-10-23,Google Form
TR11738,C489,PT Bina Mandiri,"Jl. Veteran No. 98, Tangerang",Otomotif,Ivan Sari,087736977542,IT Support,Magang,2,"Pendidikan Teknik Informatika, Sistem Informasi",5,"Menguasai troubleshooting hardware/software, networking dasar, Microsoft Office.",Hybrid,"2 hari WFO, 3 hari WFH",6 Bulan,Rp 500.000/bulan,2024-10-13,Google Form
TR11739,C860,PT Solusi Systems,"Jl. Slamet Riyadi No. 121, Jakarta",Pendidikan & EdTech,Umar Rahmawati,085395382804,Teaching Assistant,Part-time,1,Pendidikan Teknik Informatika,6,"Menguasai dasar-dasar teaching assistant, komunikasi baik, mampu bekerja dalam tim.",Hybrid,WFO minimal 2 hari per minggu,3 Bulan,Rp 2.500.000/bulan,2024-12-20,Input Manual
TR11740,C222,PT Bumi Perkasa,"Jl. Mangga Dua No. 88, Surakarta",Energi & Pertambangan,Vina Ramadhan,085739878015,Electrical Engineer Intern,Magang,1,Teknik Elektro,6,"Menguasai dasar-dasar electrical engineer intern, komunikasi baik, mampu bekerja dalam tim.",WFO,"Full WFO, Senin-Jumat 08:00-17:00",Tidak Terbatas,Non-Paid,2024-11-09,Google Form
TR11741,C1285,CV Sentosa Systems,"Jl. Kuningan No. 192, Surakarta",Keuangan & Perbankan,Oscar Pratama,087811955247,Internal Auditor,Part-time,3,Akuntansi,7,"Memahami standar audit, risk assessment, pengendalian internal.",Hybrid,"2 hari WFO, 3 hari WFH",6 Bulan,Rp 1.500.000/bulan,2025-01-17,Google Form
TR11742,C741,CV Sentosa Karya,"Jl. Ir. Sutami No. 149, Jakarta",Travel & Hospitality,Hanif Safitri,087876442419,Data Analyst,Magang,4,"Informatika, Ekonomi Pembangunan",6,"Menguasai SQL, Python/R, visualisasi data (Tableau/Power BI), statistik dasar.",WFH,"Full remote, standup meeting harian via Zoom",6 Bulan,Rp 1.000.000/bulan,2024-12-31,Google Form
TR11743,C1207,PT Sukses Solusi,"Jl. Raya Pajajaran No. 73, Jakarta",Manufaktur,Lina Utami,087865591476,Industrial Engineer Intern,Magang,4,Teknik Industri,5,"Menguasai lean manufacturing, time & motion study, AutoCAD.",Hybrid,"Hybrid fleksibel, minimal 3 hari WFO per minggu",3 Bulan,Rp 1.000.000/bulan,2024-10-17,Google Form
TR11744,C310,PT Sentosa Media,"Jl. Monginsidi No. 106, Yogyakarta",Retail,Yuni Syahputra,082155770171,IT Support,Part-time,1,"Pendidikan Teknik Informatika, Teknik Elektro",4,"Menguasai troubleshooting hardware/software, networking dasar, Microsoft Office.",Hybrid,"2 hari WFO, 3 hari WFH",3 Bulan,Rp 2.000.000/bulan,2024-09-27,Google Form
TR11745,C1296,CV Indo Indonesia,"Jl. Mangga Dua No. 145, Surakarta",Properti & Konstruksi,Surya Hartono,081314754218,Accounting Staff,Part-time,1,"Akuntansi, Manajemen",7,"Menguasai akuntansi dasar, software akuntansi (MYOB/Accurate), Excel.",Hybrid,"3 hari WFO, 2 hari WFH",3 Bulan,Rp 2.000.000/bulan,2024-10-28,Google Form
TR11746,C1088,PT Solusi Konsultan,"Jl. Ir. Sutami No. 145, Surabaya",Logistik & Supply Chain,Tasya Handayani,083824795699,Data Entry Operator,Full-time,3,"Manajemen, Sistem Informasi",6,"Menguasai dasar-dasar data entry operator, komunikasi baik, mampu bekerja dalam tim.",WFH,"Full WFH, jam kerja fleksibel",3 Bulan,Rp 3.000.000/bulan,2025-01-27,Input Manual
TR11747,C942,PT Cipta Digital,"Jl. Kebon Jeruk No. 122, Yogyakarta",Teknologi Informasi,Eka Gunawan,081607428888,IT Support,Magang,3,"Sistem Informasi, Pendidikan Teknik Informatika",6,"Menguasai troubleshooting hardware/software, networking dasar, Microsoft Office.",Hybrid,"WFO Senin-Rabu, WFH Kamis-Jumat",6 Bulan,Rp 1.500.000/bulan,2024-11-30,Google Form
TR11748,C1234,PT Graha Perkasa,"Jl. Slamet Riyadi No. 45, Surakarta",Kesehatan & Farmasi,Januar Sulistyo,085859407992,Research Assistant,Full-time,5,"Statistika, Farmasi",5,"Kemampuan riset akademik, analisis data kuantitatif/kualitatif, literatur review.",WFO,"Full WFO, Senin-Jumat 08:00-17:00",3 Bulan,Rp 4.000.000/bulan,2024-10-24,Google Form
TR11749,C1029,PT Cakra Perkasa,"Jl. Hasanuddin No. 5, Surakarta",Telekomunikasi,Maulana Pratama,083897474859,Software Developer,Magang,3,"Informatika, Sistem Informasi",6,"Menguasai dasar-dasar software developer, komunikasi baik, mampu bekerja dalam tim.",WFO,"Full WFO, Senin-Jumat 08:00-17:00",4 Bulan,Rp 2.000.000/bulan,2024-08-08,Email
TR11750,C541,PT Inovasi Digital,"Jl. Braga No. 200, Surabaya",FMCG,Tasya Fitriani,087860568508,Data Analyst,Magang,2,"Ekonomi Pembangunan, Sistem Informasi",4,"Menguasai SQL, Python/R, visualisasi data (Tableau/Power BI), statistik dasar.",Hybrid,"WFO Senin-Rabu, WFH Kamis-Jumat",6 Bulan,Rp 3.000.000/bulan,2025-01-17,Input Manual
TR11751,C961,PT Graha Indonesia,"Jl. Jend. Sudirman No. 151, Surakarta",Energi & Pertambangan,Arif Safitri,087880186774,Data Analyst,Magang,2,"Statistika, Informatika",4,"Menguasai SQL, Python/R, visualisasi data (Tableau/Power BI), statistik dasar.",WFH,WFH dengan weekly meeting online,4 Bulan,Rp 1.500.000/bulan,2024-08-10,Google Form
TR11752,C475,PT Gemilang Analitika,"Jl. Pandanaran No. 59, Surakarta",Kesehatan & Farmasi,Krisna Pangestu,081540105448,Quality Control Staff,Part-time,4,"Farmasi, Teknik Mesin",4,"Memahami quality management system, ISO standards, inspeksi produk.",WFO,"Full WFO, Senin-Jumat 08:00-17:00",3 Bulan,Rp 1.000.000/bulan,2024-08-28,Google Form
TR11753,C854,CV Sukses Sentosa,"Jl. Adi Sucipto No. 28, Surabaya",E-commerce,Umar Sulistyo,082212345506,UI/UX Designer,Part-time,2,"Sistem Informasi, Informatika",6,"Menguasai Figma/Adobe XD, user research, wireframing, prototyping, design thinking.",WFO,"Full WFO, shift pagi/siang",6 Bulan,Rp 1.000.000/bulan,2025-01-18,Google Form
TR11754,C780,CV Jaya Konsultan,"Jl. Veteran No. 167, Surakarta",Manufaktur,Intan Cahyani,087862185717,Industrial Engineer Intern,Magang,2,Teknik Industri,6,"Menguasai lean manufacturing, time & motion study, AutoCAD.",WFO,"Full WFO, Senin-Jumat 08:00-17:00",4 Bulan,Uang transport saja,2024-09-14,Google Form
TR11755,C202,PT Sukses Logistik,"Jl. Adi Sucipto No. 45, Jakarta",Keuangan & Perbankan,Prasetyo Wibowo,085310016761,Internal Auditor,Magang,1,Akuntansi,4,"Memahami standar audit, risk assessment, pengendalian internal.",WFH,"Full WFH, jam kerja fleksibel",6 Bulan,Rp 500.000/bulan,2024-11-01,Input Manual
TR11756,C1258,CV Techno Inovasi,"Jl. Merdeka No. 1, Jakarta",Asuransi,Prita Suryadi,085792724000,Underwriting Intern,Magang,5,"Akuntansi, Manajemen",6,"Menguasai dasar-dasar underwriting intern, komunikasi baik, mampu bekerja dalam tim.",Hybrid,WFO minimal 2 hari per minggu,3 Bulan,Rp 1.500.000/bulan,2024-12-18,Email
TR11757,C1053,PT Solusi Bangsa,"Jl. Kebon Jeruk No. 134, Bogor",Asuransi,Vino Wijaya,085728164416,Underwriting Intern,Magang,4,"Akuntansi, Manajemen",5,"Menguasai dasar-dasar underwriting intern, komunikasi baik, mampu bekerja dalam tim.",WFH,WFH dengan weekly meeting online,3 Bulan,Uang transport saja,2024-12-11,Google Form
TR11758,C004,PT Digital Bangsa,"Jl. Ahmad Yani No. 162, Yogyakarta",Konsultan Manajemen,Wulan Sari,085341928327,Business Analyst,Full-time,3,"Informatika, Sistem Informasi",5,"Menguasai analisis proses bisnis, SQL, visualisasi data, komunikasi yang baik.",WFO,"Full WFO, shift pagi/siang",3 Bulan,Rp 4.000.000/bulan,2024-11-13,Email
TR11759,C288,CV Indo Perkasa,"Jl. Veteran No. 156, Jakarta",Properti & Konstruksi,Ulfa Nugraha,082254334860,Civil Engineer Intern,Magang,2,Teknik Sipil,5,"Menguasai AutoCAD, SAP2000, perhitungan struktur dasar.",Hybrid,"Hybrid fleksibel, minimal 3 hari WFO per minggu",Tidak Terbatas,Rp 750.000/bulan,2024-10-22,Input Manual
TR11760,C660,CV Sukses Makmur,"Jl. Mangga Dua No. 1, Jakarta",Telekomunikasi,Lutfia Firdaus,085626846957,Business Development Intern,Magang,1,"Manajemen, Ilmu Komunikasi",6,"Menguasai dasar-dasar business development intern, komunikasi baik, mampu bekerja dalam tim.",WFH,WFH dengan weekly meeting online,3 Bulan,Uang transport saja,2025-01-30,Google Form
TR11761,C1483,CV Global Pratama,"Jl. Raya Pajajaran No. 190, Jakarta",Keuangan & Perbankan,Vino Lestari,081513184560,Business Analyst,Part-time,1,"Statistika, Sistem Informasi",6,"Menguasai analisis proses bisnis, SQL, visualisasi data, komunikasi yang baik.",WFH,"Full WFH, jam kerja fleksibel",3 Bulan,Rp 1.000.000/bulan,2025-01-13,Google Form
TR11762,C1324,PT Solusi Bersama,"Jl. Diponegoro No. 43, Surabaya",Logistik & Supply Chain,Cahyo Wardani,085204969861,Supply Chain Analyst,Magang,1,"Sistem Informasi, Teknik Industri",5,"Menguasai supply chain management, Excel, analisis data operasional.",WFO,"WFO 5 hari, jam kerja fleksibel",6 Bulan,Rp 2.500.000/bulan,2025-01-20,Input Manual
